table,table ID,T,P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
table,part,T,1174,cream sky seashell spring drab,Manufacturer#4,Brand#42,STANDARD POLISHED NICKEL,16,SM CASE,1075.17,carefully e
table,part,T,1175,cornflower wheat brown papaya ghost,Manufacturer#2,Brand#24,MEDIUM POLISHED TIN,29,JUMBO JAR,1076.17,express requests cajo
table,part,T,1176,khaki floral blanched bisque firebrick,Manufacturer#4,Brand#42,PROMO PLATED NICKEL,22,WRAP CAN,1077.17,quickly s
table,part,T,1177,pale medium cornflower cream red,Manufacturer#5,Brand#54,ECONOMY BRUSHED NICKEL,42,LG CASE,1078.17,even foxes along 
table,part,T,1178,lime light pink azure cyan,Manufacturer#2,Brand#24,MEDIUM POLISHED TIN,46,WRAP CAN,1079.17,daring
table,part,T,1179,white cornflower snow ghost dodger,Manufacturer#4,Brand#43,ECONOMY ANODIZED COPPER,19,LG DRUM,1080.17,quickly regular requ
table,part,T,1180,steel aquamarine coral snow thistle,Manufacturer#1,Brand#15,LARGE POLISHED COPPER,8,MED CASE,1081.18,furiously brave pack
table,part,T,1181,beige thistle yellow bisque maroon,Manufacturer#2,Brand#23,PROMO BRUSHED BRASS,17,LG BAG,1082.18,blithe
table,part,T,1182,metallic forest coral powder blush,Manufacturer#1,Brand#15,LARGE POLISHED COPPER,24,SM JAR,1083.18,slyly bold foxes wake 
table,part,T,1183,violet blanched pink peru seashell,Manufacturer#2,Brand#25,LARGE POLISHED STEEL,25,WRAP BOX,1084.18,fluffily express d
table,part,T,1184,sky navajo azure plum metallic,Manufacturer#1,Brand#14,MEDIUM BURNISHED NICKEL,32,WRAP PKG,1085.18,packages haggle c
table,part,T,1185,beige lawn sky hot metallic,Manufacturer#2,Brand#21,PROMO PLATED TIN,12,SM PACK,1086.18,slyly regular dep
table,part,T,1186,dodger forest dim blush mint,Manufacturer#4,Brand#43,PROMO BURNISHED COPPER,13,LG CASE,1087.18,carefully special
table,part,T,1187,cornflower powder ghost firebrick chiffon,Manufacturer#1,Brand#15,MEDIUM POLISHED COPPER,44,WRAP JAR,1088.18,carefully pending acco
table,part,T,1188,saddle chocolate mint orange royal,Manufacturer#3,Brand#35,LARGE BRUSHED STEEL,42,LG CAN,1089.18,slyly regular dep
table,part,T,1189,rose papaya chiffon dark black,Manufacturer#5,Brand#51,STANDARD POLISHED COPPER,20,JUMBO JAR,1090.18,carefully 
table,part,T,1190,magenta chiffon lavender olive moccasin,Manufacturer#2,Brand#21,SMALL BRUSHED BRASS,24,MED PACK,1091.19,furiously s
table,part,T,1191,green bisque dark floral midnight,Manufacturer#1,Brand#13,LARGE BURNISHED TIN,49,SM CASE,1092.19,fluffily 
table,part,T,1192,blue cornsilk moccasin orchid brown,Manufacturer#4,Brand#42,SMALL POLISHED TIN,15,LG CAN,1093.19,fluffily clos
table,part,T,1193,firebrick purple coral lavender goldenrod,Manufacturer#1,Brand#11,STANDARD POLISHED NICKEL,45,SM CAN,1094.19,always regular p
table,part,T,1194,white drab lawn dodger cornflower,Manufacturer#5,Brand#53,MEDIUM BRUSHED STEEL,35,JUMBO DRUM,1095.19,blithel
table,part,T,1195,plum olive navy salmon indian,Manufacturer#1,Brand#13,MEDIUM PLATED COPPER,19,WRAP DRUM,1096.19,fluffily enticing ac
table,part,T,1196,gainsboro forest cornsilk chocolate thistle,Manufacturer#1,Brand#13,ECONOMY PLATED STEEL,23,MED JAR,1097.19,final deposits acros
table,part,T,1197,indian turquoise sienna saddle coral,Manufacturer#5,Brand#53,MEDIUM POLISHED STEEL,26,JUMBO DRUM,1098.19,requests haggle 
table,part,T,1198,antique drab hot saddle gainsboro,Manufacturer#5,Brand#52,MEDIUM BURNISHED STEEL,26,MED BAG,1099.19,furiou
table,part,T,1199,drab cornsilk bisque wheat floral,Manufacturer#1,Brand#12,LARGE ANODIZED BRASS,1,LG PKG,1100.19,blithely unusual de
table,part,T,1200,blush goldenrod beige papaya midnight,Manufacturer#1,Brand#11,PROMO BURNISHED TIN,42,SM PKG,1101.20,furio
table,part,T,1201,aquamarine lace pink medium khaki,Manufacturer#5,Brand#54,LARGE POLISHED COPPER,21,JUMBO DRUM,1102.20,quickly s
table,part,T,1202,lemon plum burlywood bisque light,Manufacturer#1,Brand#14,PROMO BURNISHED TIN,17,LG BAG,1103.20,quickly bold 
table,part,T,1203,pink plum coral papaya drab,Manufacturer#5,Brand#51,PROMO PLATED STEEL,35,WRAP JAR,1104.20,bravely regul
table,part,T,1204,blanched royal red steel floral,Manufacturer#2,Brand#25,MEDIUM POLISHED NICKEL,15,LG JAR,1105.20,slyly final excus
table,part,T,1205,beige aquamarine burnished coral navajo,Manufacturer#2,Brand#22,STANDARD BRUSHED COPPER,22,LG BOX,1106.20,final deposits haggle
table,part,T,1206,blush burlywood burnished khaki chiffon,Manufacturer#3,Brand#34,MEDIUM POLISHED NICKEL,43,MED CASE,1107.20,sly i
table,part,T,1207,azure linen plum blush olive,Manufacturer#4,Brand#45,MEDIUM POLISHED STEEL,41,MED JAR,1108.20,blithely reg
table,part,T,1208,purple chocolate blush turquoise maroon,Manufacturer#1,Brand#11,SMALL POLISHED COPPER,27,JUMBO PACK,1109.20,fluffily pendin
table,part,T,1209,dodger honeydew salmon papaya khaki,Manufacturer#5,Brand#52,STANDARD BURNISHED COPPER,32,JUMBO BAG,1110.20,unusual, final i
table,part,T,1210,purple black lawn blanched metallic,Manufacturer#5,Brand#54,SMALL PLATED BRASS,23,SM DRUM,1111.21,even packages alon
table,part,T,1211,blush navajo mint linen ivory,Manufacturer#3,Brand#35,SMALL ANODIZED TIN,39,SM CAN,1112.21,fluffily even de
table,part,T,1212,cyan firebrick sky indian metallic,Manufacturer#1,Brand#12,LARGE ANODIZED TIN,45,LG PACK,1113.21,even ideas 
table,part,T,1213,antique cream cyan powder drab,Manufacturer#1,Brand#13,STANDARD PLATED TIN,50,JUMBO JAR,1114.21,requests am
table,part,T,1214,medium magenta sienna cyan steel,Manufacturer#5,Brand#51,LARGE PLATED TIN,33,JUMBO CASE,1115.21,regular, unusua
table,part,T,1215,papaya turquoise deep firebrick olive,Manufacturer#5,Brand#52,ECONOMY ANODIZED BRASS,14,SM DRUM,1116.21,express idea
table,part,T,1216,orange lavender red lime chiffon,Manufacturer#4,Brand#41,MEDIUM POLISHED BRASS,14,JUMBO PKG,1117.21,fluffily regular de
table,part,T,1217,cream forest orchid salmon ivory,Manufacturer#5,Brand#52,MEDIUM ANODIZED COPPER,29,SM DRUM,1118.21,bold reque
table,part,T,1218,rosy frosted linen black peach,Manufacturer#2,Brand#22,STANDARD BRUSHED TIN,34,SM CASE,1119.21,express 
table,part,T,1219,deep aquamarine brown seashell forest,Manufacturer#4,Brand#43,LARGE ANODIZED COPPER,21,WRAP CASE,1120.21,quiet packa
table,part,T,1220,mint lawn peru magenta gainsboro,Manufacturer#3,Brand#31,SMALL BURNISHED TIN,18,JUMBO PKG,1121.22,furiously regul
table,part,T,1221,rosy azure gainsboro indian turquoise,Manufacturer#2,Brand#23,LARGE BURNISHED BRASS,5,WRAP CASE,1122.22,expre
table,part,T,1222,maroon peach wheat white navajo,Manufacturer#2,Brand#21,MEDIUM POLISHED TIN,8,MED JAR,1123.22,carefully eve
table,part,T,1223,olive yellow floral burlywood wheat,Manufacturer#1,Brand#12,MEDIUM ANODIZED STEEL,16,SM DRUM,1124.22,pendi
table,part,T,1224,indian wheat sandy blanched cream,Manufacturer#3,Brand#35,SMALL BURNISHED NICKEL,29,SM PACK,1125.22,boldly special dolphi
table,part,T,1225,dim plum coral lemon peru,Manufacturer#3,Brand#32,ECONOMY BURNISHED NICKEL,38,WRAP PKG,1126.22,final p
table,part,T,1226,purple dark papaya forest white,Manufacturer#5,Brand#52,LARGE POLISHED NICKEL,36,WRAP PKG,1127.22,furiously special 
table,part,T,1227,lavender honeydew dim chocolate khaki,Manufacturer#1,Brand#14,PROMO PLATED NICKEL,2,SM CAN,1128.22,slyly regular ideas
table,part,T,1228,almond dodger dark saddle navy,Manufacturer#3,Brand#34,ECONOMY BURNISHED TIN,2,JUMBO PACK,1129.22,furiously final in
table,part,T,1229,pale goldenrod black peru frosted,Manufacturer#2,Brand#24,LARGE BURNISHED STEEL,47,JUMBO DRUM,1130.22,even deposits sleep sl
table,part,T,1230,thistle royal antique dark deep,Manufacturer#5,Brand#52,STANDARD BRUSHED TIN,12,MED JAR,1131.23,blithely even requ
table,part,T,1231,azure tan purple aquamarine honeydew,Manufacturer#4,Brand#42,LARGE ANODIZED NICKEL,4,JUMBO CAN,1132.23,deposits dete
table,part,T,1232,beige yellow cyan royal light,Manufacturer#4,Brand#43,MEDIUM PLATED NICKEL,2,SM BAG,1133.23,carefully unusua
table,part,T,1233,blanched olive orange smoke cornflower,Manufacturer#2,Brand#21,SMALL BURNISHED BRASS,32,MED BOX,1134.23,express a
table,part,T,1234,thistle khaki navy magenta light,Manufacturer#4,Brand#42,SMALL BRUSHED STEEL,28,LG JAR,1135.23,even, 
table,part,T,1235,rose salmon snow tomato navy,Manufacturer#4,Brand#44,SMALL PLATED NICKEL,12,SM BAG,1136.23,final ideas dete
table,part,T,1236,dim rose rosy almond puff,Manufacturer#4,Brand#42,MEDIUM ANODIZED NICKEL,26,LG CAN,1137.23,final, pen
table,part,T,1237,rosy blue bisque burlywood gainsboro,Manufacturer#2,Brand#25,STANDARD ANODIZED BRASS,10,MED DRUM,1138.23,quickly silen
table,part,T,1238,forest lemon dodger blanched ghost,Manufacturer#1,Brand#11,ECONOMY PLATED BRASS,13,MED CASE,1139.23,pendi
table,part,T,1239,purple dim sky green navajo,Manufacturer#5,Brand#51,PROMO BURNISHED STEEL,24,LG CASE,1140.23,platelets 
table,part,T,1240,grey antique sandy olive medium,Manufacturer#2,Brand#22,ECONOMY BURNISHED NICKEL,19,MED JAR,1141.24,special requests w
table,part,T,1241,beige cream drab honeydew chiffon,Manufacturer#4,Brand#41,STANDARD BRUSHED BRASS,10,LG DRUM,1142.24,slyly ev
table,part,T,1242,ghost azure hot dark violet,Manufacturer#3,Brand#31,ECONOMY ANODIZED COPPER,25,MED DRUM,1143.24,slyly
table,part,T,1243,lemon lace turquoise bisque wheat,Manufacturer#2,Brand#23,LARGE BRUSHED NICKEL,47,JUMBO BOX,1144.24,express
table,part,T,1244,navy red blush ghost coral,Manufacturer#1,Brand#12,MEDIUM PLATED NICKEL,24,MED PACK,1145.24,slyly unusual acco
table,part,T,1245,rosy chiffon green beige plum,Manufacturer#3,Brand#33,SMALL POLISHED NICKEL,4,WRAP PACK,1146.24,even t
table,part,T,1246,aquamarine chartreuse spring dodger navajo,Manufacturer#1,Brand#11,STANDARD POLISHED COPPER,27,JUMBO DRUM,1147.24,carefully even s
table,part,T,1247,cream burlywood firebrick beige wheat,Manufacturer#3,Brand#35,SMALL POLISHED BRASS,18,WRAP JAR,1148.24,even packages cajole.
table,part,T,1248,honeydew plum cornflower drab magenta,Manufacturer#3,Brand#32,SMALL BURNISHED STEEL,33,LG CAN,1149.24,final deposits sle
table,part,T,1249,sky deep coral green tomato,Manufacturer#3,Brand#35,STANDARD ANODIZED COPPER,1,WRAP CASE,1150.24,furious
table,part,T,1250,lime khaki burnished chocolate green,Manufacturer#5,Brand#51,SMALL POLISHED NICKEL,10,LG BAG,1151.25,carefully final accou
table,part,T,1251,chiffon hot rosy ghost slate,Manufacturer#1,Brand#12,STANDARD ANODIZED STEEL,16,JUMBO BAG,1152.25,furiously
table,part,T,1252,gainsboro drab sky cyan midnight,Manufacturer#2,Brand#21,PROMO BRUSHED STEEL,23,JUMBO BOX,1153.25,unusual id
table,part,T,1253,burlywood rosy turquoise chartreuse pink,Manufacturer#1,Brand#14,LARGE ANODIZED NICKEL,9,SM PACK,1154.25,carefully ironic 
table,part,T,1254,brown chocolate pale goldenrod dodger,Manufacturer#2,Brand#24,PROMO BRUSHED STEEL,7,WRAP PACK,1155.25,slyly re
table,part,T,1255,olive gainsboro red purple coral,Manufacturer#5,Brand#52,LARGE POLISHED NICKEL,1,WRAP BOX,1156.25,bold deposits a
table,part,T,1256,maroon orchid firebrick gainsboro cream,Manufacturer#5,Brand#53,PROMO POLISHED BRASS,16,WRAP DRUM,1157.25,special
table,part,T,1257,blue almond midnight forest ivory,Manufacturer#5,Brand#52,MEDIUM BURNISHED BRASS,1,SM BAG,1158.25,even requ
table,part,T,1258,pink antique gainsboro brown midnight,Manufacturer#5,Brand#52,MEDIUM BRUSHED STEEL,30,LG DRUM,1159.25,excuses according to 
table,part,T,1259,lavender frosted azure blanched grey,Manufacturer#5,Brand#54,LARGE POLISHED NICKEL,43,MED CASE,1160.25,carefully ironic cou
table,part,T,1260,ivory steel red forest gainsboro,Manufacturer#4,Brand#43,PROMO BRUSHED STEEL,15,LG PKG,1161.26,quickly even ideas det
table,part,T,1261,blue mint slate moccasin drab,Manufacturer#5,Brand#55,MEDIUM PLATED NICKEL,21,LG BOX,1162.26,asymptotes wake
table,part,T,1262,azure bisque rosy tomato sky,Manufacturer#3,Brand#35,SMALL BRUSHED BRASS,37,WRAP CASE,1163.26,slyly
table,part,T,1263,black puff antique ivory lime,Manufacturer#4,Brand#44,STANDARD ANODIZED COPPER,34,MED PACK,1164.26,never regul
table,part,T,1264,burlywood rosy floral lawn royal,Manufacturer#4,Brand#42,STANDARD ANODIZED NICKEL,7,MED JAR,1165.26,bold, 
table,part,T,1265,lavender burnished frosted peru blush,Manufacturer#5,Brand#53,LARGE BURNISHED COPPER,8,JUMBO CAN,1166.26,furiously final 
table,part,T,1266,orchid royal lawn dim coral,Manufacturer#3,Brand#33,SMALL ANODIZED TIN,10,LG PACK,1167.26,slyly r
table,part,T,1267,chocolate salmon dim frosted forest,Manufacturer#1,Brand#11,PROMO BURNISHED BRASS,36,MED CASE,1168.26,regular, e
table,part,T,1268,burnished rosy aquamarine turquoise burlywood,Manufacturer#3,Brand#31,ECONOMY POLISHED STEEL,47,LG PKG,1169.26,permanently silent d
table,part,T,1269,bisque almond sky lavender honeydew,Manufacturer#5,Brand#51,SMALL PLATED STEEL,28,WRAP CAN,1170.26,quickly ironic reque
table,part,T,1270,lemon azure brown lime puff,Manufacturer#3,Brand#35,LARGE ANODIZED TIN,30,SM BAG,1171.27,final, un
table,part,T,1271,metallic wheat orchid sky saddle,Manufacturer#2,Brand#23,MEDIUM BRUSHED NICKEL,3,LG JAR,1172.27,furiously bold p
table,part,T,1272,deep pink lemon cream blanched,Manufacturer#3,Brand#33,PROMO BURNISHED NICKEL,10,WRAP BAG,1173.27,slyly final fox
table,part,T,1273,wheat dark burnished salmon hot,Manufacturer#2,Brand#25,MEDIUM BRUSHED COPPER,11,LG JAR,1174.27,special theodol
table,part,T,1274,drab honeydew ghost orange medium,Manufacturer#5,Brand#55,SMALL POLISHED BRASS,39,MED PKG,1175.27,furiou
table,part,T,1275,red turquoise forest lawn lime,Manufacturer#5,Brand#51,MEDIUM PLATED NICKEL,29,SM CAN,1176.27,slyly ironic do
table,part,T,1276,navajo brown sky peru pale,Manufacturer#1,Brand#15,STANDARD PLATED NICKEL,19,WRAP CASE,1177.27,slyly even ex
table,part,T,1277,grey light cornsilk sandy bisque,Manufacturer#3,Brand#31,PROMO BURNISHED STEEL,48,JUMBO DRUM,1178.27,express, ironi
table,part,T,1278,navy burnished grey misty midnight,Manufacturer#4,Brand#43,STANDARD PLATED STEEL,13,JUMBO JAR,1179.27,deposits t
table,part,T,1279,ghost brown blue honeydew orchid,Manufacturer#2,Brand#24,STANDARD BRUSHED STEEL,40,WRAP PACK,1180.27,bold, final theodolit
table,part,T,1280,saddle green violet deep beige,Manufacturer#3,Brand#35,PROMO PLATED NICKEL,37,SM DRUM,1181.28,blithely
table,part,T,1281,pale pink orchid peru ghost,Manufacturer#4,Brand#44,STANDARD BURNISHED STEEL,41,LG PKG,1182.28,final packages
table,part,T,1282,peach seashell rosy indian lavender,Manufacturer#1,Brand#14,STANDARD POLISHED TIN,33,WRAP PACK,1183.28,carefully ironic pin
table,part,T,1283,frosted cornsilk snow azure khaki,Manufacturer#2,Brand#22,PROMO BURNISHED BRASS,7,JUMBO DRUM,1184.28,furiously regular acc
table,part,T,1284,grey sandy drab gainsboro khaki,Manufacturer#1,Brand#13,ECONOMY BRUSHED COPPER,40,SM CAN,1185.28,silent, final 
table,part,T,1285,frosted purple hot brown azure,Manufacturer#5,Brand#55,LARGE POLISHED STEEL,36,LG BAG,1186.28,special de
table,part,T,1286,honeydew burlywood white thistle dim,Manufacturer#2,Brand#23,LARGE ANODIZED TIN,35,WRAP BAG,1187.28,slyly regular pac
table,part,T,1287,peach coral blue papaya rose,Manufacturer#4,Brand#41,PROMO BRUSHED TIN,33,SM BOX,1188.28,blithely ironic a
table,part,T,1288,drab cornflower slate beige metallic,Manufacturer#3,Brand#34,STANDARD BURNISHED NICKEL,48,SM PACK,1189.28,furiously special acc
table,part,T,1289,blanched orchid coral cornflower cream,Manufacturer#4,Brand#43,STANDARD POLISHED TIN,29,JUMBO PACK,1190.28,furiously bold t
table,part,T,1290,plum lime forest linen green,Manufacturer#4,Brand#45,STANDARD ANODIZED COPPER,10,LG CAN,1191.29,thinly ir
table,part,T,1291,cornsilk pink royal frosted green,Manufacturer#3,Brand#35,SMALL PLATED COPPER,26,WRAP CASE,1192.29,courts snooz
table,part,T,1292,misty burnished cornflower purple cream,Manufacturer#4,Brand#43,MEDIUM ANODIZED COPPER,49,MED BAG,1193.29,blithely f
table,part,T,1293,dim burlywood dark almond white,Manufacturer#4,Brand#45,MEDIUM BRUSHED COPPER,29,WRAP PKG,1194.29,quickly regular re
table,part,T,1294,tomato beige lemon chiffon cyan,Manufacturer#1,Brand#11,STANDARD BURNISHED TIN,30,LG DRUM,1195.29,excuses haggle a
table,part,T,1295,antique cyan aquamarine magenta wheat,Manufacturer#4,Brand#45,MEDIUM ANODIZED NICKEL,16,MED JAR,1196.29,slyly regular
table,part,T,1296,sky goldenrod metallic midnight antique,Manufacturer#2,Brand#23,LARGE BURNISHED NICKEL,27,SM PACK,1197.29,final theodol
table,part,T,1297,grey steel metallic purple chartreuse,Manufacturer#3,Brand#32,ECONOMY BRUSHED STEEL,5,MED PKG,1198.29,closely fina
table,part,T,1298,honeydew lavender green dodger black,Manufacturer#3,Brand#35,PROMO POLISHED TIN,16,SM BAG,1199.29,deposits use. sp
table,part,T,1299,black chocolate smoke dodger misty,Manufacturer#3,Brand#33,MEDIUM PLATED STEEL,10,JUMBO PKG,1200.29,furio
table,part,T,1300,dim medium cyan sky brown,Manufacturer#2,Brand#25,SMALL BURNISHED NICKEL,39,LG CASE,1201.30,carefully fin
table,part,T,1301,lace cream cornflower saddle beige,Manufacturer#5,Brand#52,LARGE PLATED BRASS,30,WRAP CASE,1202.30,blithe
table,part,T,1302,slate medium wheat cyan royal,Manufacturer#1,Brand#11,STANDARD BURNISHED TIN,27,SM DRUM,1203.30,blithel
table,part,T,1303,orchid blue snow peru cornsilk,Manufacturer#2,Brand#23,ECONOMY PLATED BRASS,7,LG CAN,1204.30,quietly ironic accou
table,part,T,1304,firebrick cream royal lavender saddle,Manufacturer#2,Brand#22,MEDIUM BRUSHED COPPER,3,JUMBO BOX,1205.30,warthogs 
table,part,T,1305,chartreuse seashell blue firebrick lawn,Manufacturer#5,Brand#52,LARGE POLISHED TIN,32,WRAP CASE,1206.30,deposits affix f
table,part,T,1306,blanched puff yellow smoke linen,Manufacturer#1,Brand#15,STANDARD PLATED TIN,3,JUMBO CASE,1207.30,unusual, ironic 
table,part,T,1307,beige misty burnished goldenrod medium,Manufacturer#3,Brand#31,SMALL BRUSHED NICKEL,23,SM BOX,1208.30,even, express
table,part,T,1308,thistle slate firebrick goldenrod magenta,Manufacturer#4,Brand#44,MEDIUM ANODIZED STEEL,34,LG PACK,1209.30,slyly
table,part,T,1309,floral beige black dim antique,Manufacturer#2,Brand#21,MEDIUM BURNISHED BRASS,21,JUMBO BOX,1210.30,furiously
table,part,T,1310,almond slate lemon salmon honeydew,Manufacturer#5,Brand#53,PROMO PLATED COPPER,18,WRAP CAN,1211.31,carefully even reque
table,part,T,1311,moccasin tan puff salmon hot,Manufacturer#5,Brand#53,LARGE ANODIZED STEEL,28,JUMBO JAR,1212.31,slyly reg
table,part,T,1312,wheat lemon bisque rosy burlywood,Manufacturer#5,Brand#53,STANDARD PLATED COPPER,11,LG PACK,1213.31,caref
table,part,T,1313,cornflower tan navajo coral khaki,Manufacturer#4,Brand#43,ECONOMY POLISHED TIN,45,LG BAG,1214.31,blithely ironic sh
table,part,T,1314,thistle olive honeydew lawn maroon,Manufacturer#2,Brand#25,LARGE PLATED COPPER,50,SM DRUM,1215.31,bold t
table,part,T,1315,beige cornsilk gainsboro dodger midnight,Manufacturer#4,Brand#44,LARGE BRUSHED TIN,3,JUMBO CAN,1216.31,carefully speci
table,part,T,1316,gainsboro papaya white brown cream,Manufacturer#1,Brand#14,PROMO PLATED BRASS,32,JUMBO CAN,1217.31,quickly unusual pa
table,part,T,1317,royal steel navy red cornflower,Manufacturer#4,Brand#45,PROMO ANODIZED COPPER,36,JUMBO CAN,1218.31,fluffily fi
table,part,T,1318,dim almond green navajo burnished,Manufacturer#3,Brand#34,LARGE POLISHED BRASS,8,LG CASE,1219.31,excuses sleep. sly
table,part,T,1319,rose frosted brown saddle turquoise,Manufacturer#2,Brand#22,MEDIUM BURNISHED TIN,19,LG PACK,1220.31,ironic foxes dete
table,part,T,1320,forest papaya midnight chartreuse tan,Manufacturer#2,Brand#21,PROMO BRUSHED TIN,42,LG BOX,1221.32,blithely 
table,part,T,1321,blue lavender antique olive light,Manufacturer#3,Brand#32,ECONOMY ANODIZED COPPER,36,LG PKG,1222.32,fluffily regular asym
table,part,T,1322,black slate wheat khaki white,Manufacturer#3,Brand#35,STANDARD ANODIZED TIN,21,SM DRUM,1223.32,slyly ironic requests
table,part,T,1323,misty floral lemon steel linen,Manufacturer#4,Brand#45,SMALL POLISHED TIN,47,LG JAR,1224.32,regularly
table,part,T,1324,green dodger lace brown light,Manufacturer#4,Brand#44,MEDIUM POLISHED NICKEL,40,JUMBO CASE,1225.32,unusual theodolites 
table,part,T,1325,smoke wheat cream rosy red,Manufacturer#5,Brand#55,LARGE ANODIZED BRASS,17,WRAP BOX,1226.32,furiousl
table,part,T,1326,burlywood honeydew red olive spring,Manufacturer#4,Brand#44,ECONOMY BURNISHED BRASS,35,WRAP CASE,1227.32,final theodol
