table,table ID,T,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDER-PRIORITY,O_CLERK,O_SHIP-PRIORITY,O_COMMENT
table,orders,T,27074,823,O,135632.29,1997-07-10,4-NOT SPECIFIED,Clerk#000000195,0,carefully final requests nag quickly
table,orders,T,27075,1013,O,120552.99,1998-06-04,3-MEDIUM,Clerk#000000029,0,deposits affix slyly above the slyly unusual accounts. slyly special 
table,orders,T,27076,622,F,140292.27,1992-03-19,3-MEDIUM,Clerk#000000518,0,carefully even foxes must have to boost
table,orders,T,27077,1033,F,189249.12,1993-03-16,1-URGENT,Clerk#000000441,0,fluffily unusual theodolite
table,orders,T,27078,1090,F,48253.17,1992-08-13,4-NOT SPECIFIED,Clerk#000000032,0,fluffily regular foxes breach fluffily even ac
table,orders,T,27079,580,F,41215.41,1994-03-14,2-HIGH,Clerk#000000266,0,unusual instructions wake above the even requests. blithe
table,orders,T,27104,256,F,157888.67,1993-08-22,3-MEDIUM,Clerk#000000639,0,slyly special requests caj
table,orders,T,27105,379,F,110309.78,1995-02-17,4-NOT SPECIFIED,Clerk#000000644,0,bold asymptotes according to the excuses cajole slyly across the 
table,orders,T,27106,554,O,146680.18,1995-12-02,2-HIGH,Clerk#000000645,0,carefully final packages wake blithely according to the silent accounts. 
table,orders,T,27107,436,F,141834.91,1993-06-30,3-MEDIUM,Clerk#000000949,0,quickly special asymptotes sleep carefully alo
table,orders,T,27108,551,O,197262.94,1996-04-17,3-MEDIUM,Clerk#000000689,0,carefully special foxes shall cajole quickly blithely sile
table,orders,T,27109,307,F,82257.98,1992-02-09,1-URGENT,Clerk#000000412,0,furiously ironic instructions slee
table,orders,T,27110,1069,O,124692.24,1996-04-12,5-LOW,Clerk#000000063,0,slyly final sheaves are. furiously regular platelets above the pending ins
table,orders,T,27111,1114,F,162279.12,1994-03-12,2-HIGH,Clerk#000000128,0,regular, express deposits sleep quick
table,orders,T,27136,865,O,226895.25,1998-04-26,3-MEDIUM,Clerk#000000167,0,even, unusual accounts believe. excuses 
table,orders,T,27137,542,F,258661.28,1992-01-01,2-HIGH,Clerk#000000881,0,ironic, pending excuses kindle along the
table,orders,T,27138,1049,F,183385.71,1992-05-31,2-HIGH,Clerk#000000583,0,quickly silent packages cajole slyly among the furiously 
table,orders,T,27139,902,F,98470.57,1994-11-02,5-LOW,Clerk#000000881,0,furiously even deposits around t
table,orders,T,27140,743,O,122092.05,1997-05-26,2-HIGH,Clerk#000000503,0,furiously final requests affix slyly after the slyly
table,orders,T,27141,1225,F,123975.97,1993-02-05,4-NOT SPECIFIED,Clerk#000000647,0,even grouches are regular ideas
table,orders,T,27142,280,F,137441.37,1992-05-19,1-URGENT,Clerk#000000910,0,bold packages along the slyly pending acc
table,orders,T,27143,973,O,173750.19,1997-09-11,1-URGENT,Clerk#000000875,0,furiously special packages ought to detect. ca
table,orders,T,27168,1139,F,139398.74,1994-10-29,3-MEDIUM,Clerk#000000016,0,express dependencies cajole slyly. regular excuses haggle at the unusu
table,orders,T,27169,476,O,109891.50,1995-09-12,4-NOT SPECIFIED,Clerk#000000276,0,carefully bold accounts haggle alway
table,orders,T,27170,428,O,166346.90,1998-06-18,1-URGENT,Clerk#000000415,0,enticing theodolites x-ray
table,orders,T,27171,673,F,191627.38,1992-02-25,2-HIGH,Clerk#000000191,0,slyly ironic pinto beans wa
table,orders,T,27172,880,O,47165.43,1996-02-06,5-LOW,Clerk#000000016,0,blithely even multipliers sleep. quickly even deposits sleep 
table,orders,T,27173,1495,F,6756.95,1994-11-15,5-LOW,Clerk#000000033,0,carefully unusual requests across the sl
table,orders,T,27174,1408,O,135547.52,1995-10-09,1-URGENT,Clerk#000000642,0,blithely final excuses a
table,orders,T,27175,148,F,73780.23,1993-09-01,3-MEDIUM,Clerk#000000266,0,slyly special accounts along th
table,orders,T,27200,10,O,173191.03,1995-08-22,3-MEDIUM,Clerk#000000476,0,final, even accounts alongside of the ironic theodolites cajole 
table,orders,T,27201,1084,F,193031.80,1992-07-26,2-HIGH,Clerk#000000040,0,fluffily even foxes run carefully. unusual courts integrate care
table,orders,T,27202,1252,O,31786.82,1996-05-13,4-NOT SPECIFIED,Clerk#000000175,0,slyly final packages affix express pinto beans; en
table,orders,T,27203,1322,O,318536.77,1996-01-20,3-MEDIUM,Clerk#000000143,0,furiously ironic deposits nag express
table,orders,T,27204,142,O,121621.08,1996-05-29,2-HIGH,Clerk#000000745,0,carefully ironic ideas impress. ironic accounts affix. always bold 
table,orders,T,27205,107,F,150659.54,1993-05-22,4-NOT SPECIFIED,Clerk#000000954,0,carefully express dolphins 
table,orders,T,27206,1355,F,114491.28,1993-04-25,3-MEDIUM,Clerk#000000771,0,pending packages wake r
table,orders,T,27207,16,O,42285.59,1996-09-07,1-URGENT,Clerk#000000627,0,deposits sleep blithely slyly final hockey p
table,orders,T,27232,334,F,98045.47,1993-08-19,4-NOT SPECIFIED,Clerk#000000082,0,pending accounts boost fluffily at the quickly unusual packages. speci
table,orders,T,27233,271,O,232505.65,1996-06-30,5-LOW,Clerk#000000511,0,blithely express packages engage carefully. slyly pe
table,orders,T,27234,181,O,176519.17,1997-10-04,1-URGENT,Clerk#000000689,0,unusual pinto beans nag quickly r
table,orders,T,27235,1225,F,131159.58,1992-11-12,4-NOT SPECIFIED,Clerk#000000129,0,unusual platelets boost. blithely slow pac
table,orders,T,27236,1063,F,343707.16,1993-03-03,2-HIGH,Clerk#000000862,0,packages are fluffily according to the re
table,orders,T,27237,418,O,58261.87,1996-03-05,4-NOT SPECIFIED,Clerk#000000927,0,blithely regular accounts haggle blithely
table,orders,T,27238,301,O,189627.89,1995-08-15,5-LOW,Clerk#000000594,0,carefully ironic pinto beans thrash slyly 
table,orders,T,27239,1480,O,87723.52,1998-02-09,2-HIGH,Clerk#000000739,0,furiously pending forges wake furiously toward the alway
table,orders,T,27264,1246,P,153280.48,1995-06-05,5-LOW,Clerk#000000506,0,even, regular instruction
table,orders,T,27265,1132,F,93280.93,1992-05-07,1-URGENT,Clerk#000000550,0,slyly pending pinto beans wake fluffily against the regular, regular pa
table,orders,T,27266,628,O,218993.09,1995-09-09,1-URGENT,Clerk#000000753,0,quickly special pack
table,orders,T,27267,686,O,207975.11,1996-09-15,5-LOW,Clerk#000000065,0,blithely special deposits across the carefully 
table,orders,T,27268,976,F,67350.22,1994-11-29,4-NOT SPECIFIED,Clerk#000000245,0,carefully ironic packages breach thinly after the slyly regular idea
table,orders,T,27269,988,O,192100.72,1997-06-29,3-MEDIUM,Clerk#000000351,0,bold, even foxes integrate fluffily; even
table,orders,T,27270,610,F,103050.55,1993-03-10,5-LOW,Clerk#000000175,0,regular pinto beans cajole furio
table,orders,T,27271,1202,O,207967.40,1995-09-15,4-NOT SPECIFIED,Clerk#000000181,0,ironic requests are carefully ironic ideas; theodo
table,orders,T,27296,682,O,238619.69,1997-08-30,4-NOT SPECIFIED,Clerk#000000383,0,carefully bold deposits haggle among the carefully even 
table,orders,T,27297,1468,O,60918.93,1997-06-21,4-NOT SPECIFIED,Clerk#000000814,0,daring, regular foxes haggle. slyly ironic foxes nag alongside of the fina
table,orders,T,27298,1106,O,88791.10,1995-11-20,5-LOW,Clerk#000000223,0,excuses haggle about the carefully regular foxes? ironic, even instruc
table,orders,T,27299,1255,F,165881.93,1992-08-06,1-URGENT,Clerk#000000749,0,special, final accounts sl
table,orders,T,27300,1273,F,213227.59,1992-10-01,4-NOT SPECIFIED,Clerk#000000468,0,slyly brave dolphins haggle. blithely final packages nag blithely f
table,orders,T,27301,994,F,96559.67,1993-04-05,1-URGENT,Clerk#000000470,0,ironic deposits grow along the b
table,orders,T,27302,697,F,141031.51,1992-09-13,5-LOW,Clerk#000000526,0,pending deposits integrate across the slyly ruthless pinto beans. fluffily
table,orders,T,27303,706,F,163430.81,1993-01-06,3-MEDIUM,Clerk#000000972,0,regular requests dete
table,orders,T,27328,1378,O,193171.00,1995-06-05,4-NOT SPECIFIED,Clerk#000000348,0,special requests sleep
table,orders,T,27329,319,F,132507.03,1992-12-24,3-MEDIUM,Clerk#000000948,0,quickly careful instructions nag according to the unusual deposits. blithely 
table,orders,T,27330,307,F,348742.53,1994-09-17,5-LOW,Clerk#000000003,0,furiously ironic account
table,orders,T,27331,1391,F,188837.44,1994-01-27,1-URGENT,Clerk#000000072,0,carefully regular platelets sleep slyly ir
table,orders,T,27332,109,O,24953.51,1996-03-23,1-URGENT,Clerk#000000805,0,unusual deposits sleep carefully according to 
table,orders,T,27333,1009,F,214001.25,1993-11-24,3-MEDIUM,Clerk#000000885,0,furiously regular requests against the slyly regular packages haggle quic
table,orders,T,27334,1097,O,158961.22,1996-02-07,1-URGENT,Clerk#000000283,0,fluffily busy ideas are slyly around the slyly bold gifts. Tiresias wake amo
table,orders,T,27335,1264,F,54252.48,1993-11-07,5-LOW,Clerk#000000517,0,quickly special platelets sleep id
table,orders,T,27360,593,O,87904.69,1996-06-13,1-URGENT,Clerk#000000256,0,carefully ironic accounts sleep carefully above the quickl
table,orders,T,27361,893,F,32873.32,1995-01-23,3-MEDIUM,Clerk#000000434,0,quickly even requests after the regular deposit
table,orders,T,27362,1300,F,51375.71,1994-01-23,2-HIGH,Clerk#000000964,0,carefully final deposits maintain through the finally ir
table,orders,T,27363,1036,O,91848.98,1995-10-19,3-MEDIUM,Clerk#000000738,0,slyly pending packages alongside of the carefully unusual pinto beans ar
table,orders,T,27364,226,P,296508.21,1995-05-21,3-MEDIUM,Clerk#000000951,0,pinto beans haggle after the idly regular theodo
table,orders,T,27365,805,O,67745.39,1997-08-12,2-HIGH,Clerk#000000771,0,furiously unusual packages at the quickly final packages boost regular platel
table,orders,T,27366,70,O,201199.06,1997-08-02,2-HIGH,Clerk#000000700,0,ironic instructions nag stealthily account
table,orders,T,27367,74,O,236979.53,1997-03-08,2-HIGH,Clerk#000000429,0,blithely pending packages cajole. blithely bold ideas sleep slyly
table,orders,T,27392,338,F,238902.36,1992-03-03,5-LOW,Clerk#000000129,0,enticing accounts eat alongside of the slyly iron
table,orders,T,27393,1423,O,26242.47,1997-04-10,2-HIGH,Clerk#000000818,0,fluffily ironic requests are carefully. blithely regular th
table,orders,T,27394,1084,O,250861.54,1998-03-06,5-LOW,Clerk#000000901,0,requests boost after the fu
table,orders,T,27395,16,O,29345.27,1997-09-25,4-NOT SPECIFIED,Clerk#000000879,0,express excuses boost beside the special, quiet foxes. pinto 
table,orders,T,27396,484,F,152320.23,1993-12-09,1-URGENT,Clerk#000000868,0,even accounts above the blithely even pack
table,orders,T,27397,1190,O,7975.74,1997-02-13,4-NOT SPECIFIED,Clerk#000000395,0,instructions may cajole express instructio
table,orders,T,27398,181,F,164641.92,1992-09-30,5-LOW,Clerk#000000491,0,carefully special theodolites use blithel
table,orders,T,27399,937,O,260073.11,1997-03-06,4-NOT SPECIFIED,Clerk#000000718,0,furiously stealthy excuses lose along the slyly ironi
table,orders,T,27424,986,O,206210.44,1997-01-28,2-HIGH,Clerk#000000632,0,slyly express Tiresia
table,orders,T,27425,578,F,38229.43,1995-02-07,5-LOW,Clerk#000000652,0,bold instructions nag quickly. carefully final accounts above 
table,orders,T,27426,212,F,114502.91,1993-02-24,5-LOW,Clerk#000000728,0,quickly even requests sleep around
table,orders,T,27427,1201,F,153861.90,1993-10-07,2-HIGH,Clerk#000000326,0,ironic excuses boost quickly a
table,orders,T,27428,739,O,34189.71,1996-04-16,4-NOT SPECIFIED,Clerk#000000584,0,blithely quick accounts cajole 
table,orders,T,27429,1312,O,20255.79,1998-05-05,3-MEDIUM,Clerk#000000535,0,ironic excuses nag quickly among the pending asymptotes. carefull
table,orders,T,27430,629,F,92684.00,1995-02-01,2-HIGH,Clerk#000000833,0,slyly final requests are. carefully final requests nag furiously a
table,orders,T,27431,832,O,71116.18,1998-04-29,3-MEDIUM,Clerk#000000082,0,blithely enticing courts against the fluffily even requests are slowly
table,orders,T,27456,514,F,172781.45,1994-04-11,4-NOT SPECIFIED,Clerk#000000569,0,fluffily special ideas alongside of the unusual packages are abou
table,orders,T,27457,697,P,202960.26,1995-05-30,1-URGENT,Clerk#000000203,0,regular excuses detect slyly. furiou
table,orders,T,27458,637,O,130857.03,1997-08-08,3-MEDIUM,Clerk#000000498,0,quickly bold requests sleep during the slyly pending theodolites. never
table,orders,T,27459,1013,O,288593.44,1997-04-05,4-NOT SPECIFIED,Clerk#000000634,0,special asymptotes affix blithely ironic ideas. quickly ev
table,orders,T,27460,1162,F,241124.43,1994-05-13,4-NOT SPECIFIED,Clerk#000000356,0,slyly ironic theodolites after the requests wake furiou
table,orders,T,27461,1306,F,246405.94,1993-02-27,1-URGENT,Clerk#000000550,0,blithely express packages haggle. blithely regular deposits nag blithely acco
table,orders,T,27462,817,O,170651.60,1998-04-08,3-MEDIUM,Clerk#000000479,0,regular accounts nag carefully alongside o
table,orders,T,27463,1030,F,147779.22,1994-11-14,3-MEDIUM,Clerk#000000350,0,quickly bold packages use. ironic, ironic deposits
table,orders,T,27488,1204,O,59042.00,1998-02-25,4-NOT SPECIFIED,Clerk#000000690,0,slowly even deposits according to the furiously even
table,orders,T,27489,1012,O,26555.48,1996-09-19,3-MEDIUM,Clerk#000000937,0,pending accounts among the slyly even deposits use agai
table,orders,T,27490,1238,F,186313.08,1992-03-15,4-NOT SPECIFIED,Clerk#000000471,0,requests print according to the b
table,orders,T,27491,508,F,253347.27,1994-04-10,4-NOT SPECIFIED,Clerk#000000890,0,furiously bold requests
table,orders,T,27492,166,O,166512.27,1998-03-16,1-URGENT,Clerk#000000238,0,slyly even dependencies among the quickl
table,orders,T,27493,520,O,80755.68,1997-02-28,5-LOW,Clerk#000000236,0,slyly regular ideas affix 
table,orders,T,27494,1492,O,225457.05,1997-03-16,1-URGENT,Clerk#000000777,0,furiously pending ideas promise f
table,orders,T,27495,412,O,174118.01,1997-07-26,3-MEDIUM,Clerk#000000958,0,unusual, special somas nag furiously. slyly sp
table,orders,T,27520,115,O,246568.95,1996-07-13,3-MEDIUM,Clerk#000000987,0,pinto beans lose blithely along the special fo
table,orders,T,27521,1321,F,28647.78,1993-12-30,5-LOW,Clerk#000000432,0,carefully even pinto beans use; re
table,orders,T,27522,509,O,220570.26,1997-12-22,2-HIGH,Clerk#000000216,0,express, regular deposits maintain after the carefully ironic p
table,orders,T,27523,107,O,30213.94,1997-02-17,4-NOT SPECIFIED,Clerk#000000664,0,carefully bold packages cajole slyly carefully ironic theodo
table,orders,T,27524,815,F,130397.85,1993-02-02,4-NOT SPECIFIED,Clerk#000000487,0,slyly ironic requests haggle furiously. carefully final deposits 
table,orders,T,27525,331,F,110218.21,1992-06-17,4-NOT SPECIFIED,Clerk#000000784,0,regular dolphins doubt carefully i
table,orders,T,27526,806,O,265458.02,1995-10-01,1-URGENT,Clerk#000000930,0,express instructions haggle furiously. regular
table,orders,T,27527,1435,F,99223.66,1993-12-01,3-MEDIUM,Clerk#000000118,0,slyly final excuses among the quickly regular dugo
table,orders,T,27552,1003,F,85345.05,1992-09-10,1-URGENT,Clerk#000000558,0,permanent, express deposits cajole evenly furiously regular accounts
table,orders,T,27553,917,O,140386.75,1995-08-13,3-MEDIUM,Clerk#000000320,0,requests sleep. quickly bold foxes sleep carefull
table,orders,T,27554,1246,F,120368.85,1995-03-11,1-URGENT,Clerk#000000826,0,quickly regular accounts about the slyly regular accounts are regular 
table,orders,T,27555,1051,F,121902.23,1994-09-02,1-URGENT,Clerk#000000618,0,final, regular foxes use furiously regu
table,orders,T,27556,1243,F,96469.57,1992-06-02,5-LOW,Clerk#000000273,0,blithely express forges wake care
table,orders,T,27557,190,F,243141.86,1992-02-09,5-LOW,Clerk#000000559,0,ideas are. furiously pending wa
table,orders,T,27558,886,O,9447.88,1995-07-08,4-NOT SPECIFIED,Clerk#000000021,0,carefully even courts cajole above the bold
table,orders,T,27559,505,O,155638.37,1995-10-31,2-HIGH,Clerk#000000924,0,carefully ironic deposits sleep fluffily after the carefully ir
table,orders,T,27584,749,O,330134.23,1998-05-05,5-LOW,Clerk#000000019,0,quickly ironic asymptotes haggle. daringly regular reques
table,orders,T,27585,1274,O,306798.37,1997-08-17,2-HIGH,Clerk#000000368,0,doggedly special accounts haggle furiously. fluffily ironic pac
table,orders,T,27586,368,O,251021.88,1997-12-20,3-MEDIUM,Clerk#000000909,0,bold packages haggle above the ruthless, unusual theodol
table,orders,T,27587,772,O,113469.64,1996-10-23,4-NOT SPECIFIED,Clerk#000000920,0,ironic accounts cajole sly
table,orders,T,27588,565,O,34259.43,1998-08-01,3-MEDIUM,Clerk#000000967,0,pending packages are above the ca
table,orders,T,27589,280,O,132287.71,1995-09-16,3-MEDIUM,Clerk#000000163,0,blithely silent foxes impress quickly pending packa
table,orders,T,27590,670,F,146047.05,1994-07-14,4-NOT SPECIFIED,Clerk#000000961,0,blithely ironic foxes nag theodolites. blithely regular asymptote
table,orders,T,27591,562,O,273500.62,1998-01-17,4-NOT SPECIFIED,Clerk#000000811,0,ironic accounts according to the furiously unusual pinto bean
table,orders,T,27616,1316,F,202614.14,1992-07-31,5-LOW,Clerk#000000991,0,regular, ironic accounts wake after the regular, pe
table,orders,T,27617,224,F,88055.85,1992-11-09,3-MEDIUM,Clerk#000000784,0,carefully idle requests around the ca
table,orders,T,27618,193,F,112513.61,1993-05-25,2-HIGH,Clerk#000000583,0,blithely regular asymptotes alongside o
table,orders,T,27619,890,F,89929.70,1994-08-13,4-NOT SPECIFIED,Clerk#000000654,0,quickly final packages hang. slyly final requests na
table,orders,T,27620,950,O,22028.16,1996-10-10,3-MEDIUM,Clerk#000000543,0,carefully final accounts wake among the 
table,orders,T,27621,605,O,55393.84,1997-10-10,4-NOT SPECIFIED,Clerk#000000475,0,foxes wake carefully quickly ironic instructions. quickly bold accou
table,orders,T,27622,631,F,76857.16,1995-02-07,3-MEDIUM,Clerk#000000644,0,ironic, special ideas use slyly along the regular pinto beans. busy req
